Alert,Username,Source IP,Destination IP,Source Asset,Destination Asset,Source Account,Destination Account,Source Port,Destination Port,Error Code,Event ID,Affected Workload,Log Source,Scheduled Task Name,Firewall Name,Service,Object ID/Target User ID,Logon Type,Computer Name,Hostname,Timestamp
Multiple VPN login failures for the same User,user4636,76.33.87.103,79.126.89.209,Asset80,Asset4,source_account177,destination_account822,47263,51236,ERR8583,EVT2231,Teams,log_source20,task_13,firewall_9,service_6,52c084ec-efbb-41ce-ace1-b4cfae05b63e,Network,comp_5,host_26,2024-07-19 02:35:52
MFA Removed from a Device,user5454,64.120.72.103,233.64.119.5,Asset41,Asset85,source_account739,destination_account301,22543,43495,ERR9679,EVT1655,Teams,log_source38,task_42,firewall_9,service_49,88cfff1f-2082-4ff0-9131-d647e8bdda5a,Network,comp_13,host_23,2024-07-21 15:58:30
Removal of Exchange Mailbox Right Delegation,user1309,186.99.177.157,235.14.141.118,Asset19,Asset31,source_account287,destination_account899,5033,22853,ERR8547,EVT5233,OneDrive,log_source25,task_19,firewall_19,service_30,7a7db555-4383-40aa-afef-8e1958a37b02,Interactive,comp_30,host_18,2024-07-25 05:23:14
Mass file download by single user - O365 remotely access 4 new assets,user388,180.70.170.153,48.180.138.209,Asset1,Asset8,source_account682,destination_account952,4926,13514,ERR6698,EVT8143,SharePoint,log_source36,task_3,firewall_3,service_40,38b078f1-a8d3-4967-86fe-3985817e255d,Interactive,comp_39,host_34,2024-07-22 19:42:33
Multiple login failures for the same User - 0365,user8243,153.254.210.237,20.157.234.241,Asset38,Asset70,source_account28,destination_account403,45848,39435,ERR7261,EVT4984,SharePoint,log_source58,task_20,firewall_19,service_40,ef2a9610-fbfa-4c82-9340-1cb569106a01,Interactive,comp_100,host_9,2024-07-19 23:18:14
IPS Alert Detected,user20,60.167.53.190,107.118.37.219,Asset24,Asset38,source_account898,destination_account649,33162,9647,ERR2669,EVT7868,Exchange,log_source11,task_44,firewall_6,service_13,3a5ed513-55ed-47b0-b473-9909288e2ad5,Interactive,comp_22,host_81,2024-07-24 01:14:01
Removal of Exchange Mailbox Right Delegation,user8773,212.199.103.64,103.72.109.186,Asset76,Asset62,source_account934,destination_account100,39990,12288,ERR1411,EVT1300,Exchange,log_source93,task_40,firewall_20,service_16,9c78102f-3d3c-4679-895b-e71db4ff6e77,Interactive,comp_8,host_68,2024-07-18 22:11:19
Users or Group Add Operation Detected by User,user3636,130.87.162.41,187.97.89.75,Asset73,Asset25,source_account412,destination_account183,47789,20112,ERR5268,EVT7190,SharePoint,log_source92,task_14,firewall_14,service_19,071a235e-2703-487b-b573-b7e14a53eb39,Interactive,comp_6,host_73,2024-07-10 07:24:42
IPS Alert Detected,user6246,97.144.9.177,188.69.132.100,Asset3,Asset8,source_account731,destination_account796,64562,62137,ERR7910,EVT4478,Exchange,log_source63,task_43,firewall_9,service_24,2141cbb2-9799-4acf-a574-8e589c483e15,RemoteInteractive,comp_67,host_82,2024-07-19 20:24:04
A Scheduled Task Was Disabled,user35,8.25.214.163,111.97.103.231,Asset77,Asset43,source_account328,destination_account986,45640,39527,ERR6424,EVT9653,SharePoint,log_source99,task_9,firewall_8,service_33,80522244-0137-45b5-a102-d259b991ba96,RemoteInteractive,comp_19,host_7,2024-07-17 00:10:11
Multiple VPN login failures for the same User,user7849,171.42.7.162,21.100.158.238,Asset68,Asset16,source_account404,destination_account955,5345,46837,ERR9400,EVT1711,OneDrive,log_source21,task_42,firewall_11,service_45,19214424-2ca6-4655-90f1-b06085687bf8,Network,comp_2,host_96,2024-07-06 04:07:48
Multiple login failures for the same User - Windows,user9714,189.239.190.59,198.32.211.19,Asset84,Asset77,source_account922,destination_account630,50273,56416,ERR8574,EVT9882,Exchange,log_source88,task_35,firewall_4,service_16,fba9d01f-51b3-4632-893c-23430170dc47,Interactive,comp_28,host_70,2024-07-20 13:09:45
Mass file delete by single user - O365,user9368,68.247.26.58,98.20.121.24,Asset16,Asset37,source_account433,destination_account446,52971,31171,ERR9301,EVT2679,SharePoint,log_source100,task_24,firewall_14,service_5,06ca7d2f-5476-45d0-999f-76493e9ac62c,Interactive,comp_16,host_93,2024-07-09 15:33:05
Account - O365 Exchange Suspicious Mailbox Right Delegation,user1699,85.206.36.27,133.159.107.122,Asset89,Asset36,source_account795,destination_account45,26366,42511,ERR6461,EVT4284,Exchange,log_source95,task_32,firewall_16,service_27,db702e1b-be9f-4dc0-9358-2415a810c80e,Network,comp_95,host_69,2024-07-12 13:58:51
User Added to Office 365 Administrator Role,user5385,81.187.175.23,73.20.113.58,Asset2,Asset7,source_account641,destination_account592,63791,51601,ERR5077,EVT5473,Exchange,log_source25,task_33,firewall_5,service_20,8ccb44b5-5f24-4068-aa46-3c85a697ae89,Interactive,comp_43,host_54,2024-07-14 09:48:04
Mass file delete,user3622,174.58.242.56,214.132.210.198,Asset75,Asset9,source_account576,destination_account783,37980,27995,ERR2627,EVT9465,OneDrive,log_source66,task_44,firewall_9,service_4,07cc0f46-308d-4ffe-8eb6-325f61ae6167,Interactive,comp_23,host_92,2024-08-01 01:29:52
Mass file delete by single user - O365,user2530,104.213.254.69,145.120.177.77,Asset10,Asset79,source_account552,destination_account755,35070,51989,ERR4030,EVT1056,SharePoint,log_source45,task_13,firewall_17,service_12,3349e749-c5d9-4989-a993-aed035575d14,Interactive,comp_96,host_3,2024-07-17 16:19:41
Alerting to Successful Login from Foreign IP,user3826,241.146.137.254,2.45.133.4,Asset59,Asset85,source_account430,destination_account232,44604,2486,ERR9746,EVT9790,SharePoint,log_source43,task_37,firewall_19,service_9,a6f2c92a-7553-4552-a1a2-8daffbfbfa95,Network,comp_36,host_33,2024-07-17 02:43:48
Multiple login failures for the same User,user2824,81.107.244.93,128.254.246.2,Asset30,Asset30,source_account481,destination_account241,21723,33933,ERR2346,EVT3415,Teams,log_source25,task_12,firewall_6,service_8,1f20849d-7a76-4ef6-9656-8e23eaafdfaf,RemoteInteractive,comp_63,host_1,2024-07-22 04:55:32
Mass file download by single user - O365 remotely access 4 new assets,user9255,146.192.203.211,108.166.150.141,Asset45,Asset77,source_account214,destination_account452,64871,51557,ERR6841,EVT2834,OneDrive,log_source80,task_31,firewall_1,service_28,08ea8a99-cab8-4d8d-b6d1-908fa95fd019,Network,comp_48,host_72,2024-07-16 07:28:18
Users or Group Add Operation Detected by User,user1879,186.216.22.16,180.136.137.145,Asset81,Asset72,source_account98,destination_account920,36433,27199,ERR1582,EVT1216,Teams,log_source64,task_6,firewall_9,service_28,f3d00d81-8267-4d77-8650-682fa6e1c7c4,Interactive,comp_51,host_10,2024-07-19 21:18:47
Multiple login failures for the same User - Windows,user8566,96.183.3.143,18.76.179.47,Asset14,Asset40,source_account86,destination_account423,30442,56335,ERR1727,EVT4193,Teams,log_source28,task_45,firewall_2,service_31,337e76c4-b28f-4938-a2a2-5ae93f0fa44b,Interactive,comp_43,host_16,2024-07-27 11:11:17
Account - O365 Exchange Suspicious Mailbox Right Delegation,user8801,221.214.206.48,98.151.239.190,Asset82,Asset47,source_account919,destination_account124,1555,53224,ERR3266,EVT2445,Exchange,log_source40,task_48,firewall_14,service_24,ef742d34-3e66-4598-bc81-42caa7dbea1d,RemoteInteractive,comp_55,host_7,2024-07-15 06:04:38
Account - O365 Exchange Suspicious Mailbox Right Delegation,user5228,33.27.250.255,57.19.234.203,Asset94,Asset10,source_account202,destination_account878,22706,35582,ERR4016,EVT1732,Exchange,log_source71,task_35,firewall_2,service_7,1f6d311c-9f32-4048-9f24-b0c1c407f9d6,Network,comp_22,host_9,2024-07-05 19:49:06
IPS Alert Detected,user916,91.11.164.142,118.157.174.52,Asset87,Asset66,source_account955,destination_account592,61551,47608,ERR2954,EVT6493,Exchange,log_source28,task_23,firewall_6,service_24,384f8353-a6a6-4221-9d58-b54aaf72dc36,Interactive,comp_13,host_1,2024-07-24 23:16:09
User Added to Office 365 Administrator Role,user1039,161.199.80.185,159.153.210.160,Asset3,Asset52,source_account921,destination_account213,31894,29040,ERR8389,EVT5787,Teams,log_source4,task_29,firewall_1,service_24,ffdcbac0-d731-4661-a8f6-a4187064a4ee,RemoteInteractive,comp_96,host_96,2024-07-23 19:59:39
Inbox Forwarding Rule Created,user1536,188.98.17.23,245.98.118.52,Asset87,Asset65,source_account453,destination_account283,16040,31723,ERR8056,EVT3462,OneDrive,log_source43,task_17,firewall_10,service_10,78f07007-c403-4cb1-b84e-ce15fc9b2f49,Network,comp_88,host_98,2024-07-25 17:14:15
Users or Group Add Operation Detected by User,user2536,137.43.226.27,170.7.159.229,Asset89,Asset72,source_account64,destination_account2,57780,5276,ERR7980,EVT8559,SharePoint,log_source34,task_10,firewall_18,service_45,f648459c-5178-4624-98bd-a8f85ce3472d,RemoteInteractive,comp_26,host_50,2024-07-24 23:59:44
User Added to Office 365 Administrator Role,user2188,182.196.107.140,189.241.57.139,Asset30,Asset34,source_account415,destination_account388,21666,51223,ERR8205,EVT5781,SharePoint,log_source7,task_23,firewall_3,service_8,9f02abf6-4703-457c-8511-1ca5afc302e2,RemoteInteractive,comp_4,host_35,2024-07-31 00:30:44
User Account Was Locked out,user6522,38.251.155.214,17.86.67.86,Asset39,Asset45,source_account208,destination_account445,20987,10033,ERR3292,EVT7869,Teams,log_source34,task_38,firewall_15,service_8,dbd6cf68-f695-4515-910b-f8b50333150c,Interactive,comp_52,host_86,2024-07-22 13:02:38
Multiple VPN login failures for the same User,user5826,242.231.23.149,105.131.206.176,Asset44,Asset33,source_account521,destination_account43,55707,25337,ERR4073,EVT2243,OneDrive,log_source13,task_1,firewall_11,service_9,f12797d5-7840-4480-a98c-78ba38a35c3e,Network,comp_48,host_36,2024-07-06 18:06:34
Multiple VPN login failures for the same User,user8227,25.130.142.97,84.92.41.71,Asset72,Asset51,source_account932,destination_account577,15964,14117,ERR6713,EVT3510,Teams,log_source77,task_4,firewall_9,service_45,9912671e-9585-4402-8b6a-1f204e8bfd0a,RemoteInteractive,comp_8,host_84,2024-07-29 11:04:53
User Account Was Locked out,user4285,219.178.57.68,198.202.46.123,Asset88,Asset33,source_account636,destination_account186,8156,54446,ERR3679,EVT9852,SharePoint,log_source81,task_21,firewall_7,service_36,6485b377-2e6c-4ee6-82f1-f6ef7bd3c1b8,RemoteInteractive,comp_7,host_18,2024-07-20 23:03:58
A Scheduled Task Was Disabled,user4190,123.215.173.242,211.152.95.80,Asset88,Asset37,source_account428,destination_account267,63782,22706,ERR6029,EVT9146,Teams,log_source73,task_45,firewall_3,service_10,2c97cdfd-6c97-43d9-ac07-f616e4f63eca,RemoteInteractive,comp_97,host_20,2024-07-20 12:39:43
User Added to Office 365 Administrator Role,user7479,205.75.230.95,45.151.181.136,Asset60,Asset95,source_account929,destination_account326,54988,35944,ERR2672,EVT7330,Exchange,log_source8,task_49,firewall_2,service_18,b4f0a6e1-1ff3-406b-ad5d-a1b774a69bf5,Network,comp_81,host_58,2024-07-08 03:29:07
Removal of Exchange Mailbox Right Delegation,user94,49.169.197.30,26.215.98.129,Asset30,Asset13,source_account701,destination_account744,18096,16565,ERR6212,EVT4605,OneDrive,log_source20,task_2,firewall_4,service_50,faa3e95c-450f-42ef-86b3-084da5384eb7,Network,comp_55,host_94,2024-07-18 19:43:55
A User Account Was Deleted,user958,80.186.121.99,136.231.129.239,Asset72,Asset58,source_account319,destination_account739,59022,33038,ERR5553,EVT6509,Exchange,log_source23,task_22,firewall_19,service_12,fb05e491-de77-42e4-a05e-1c5a12fe4f3c,Interactive,comp_21,host_31,2024-07-08 19:01:45
Multiple login failures for the same User - 0365,user9460,12.178.124.39,136.2.23.206,Asset32,Asset51,source_account957,destination_account629,39276,5718,ERR7447,EVT1054,Exchange,log_source73,task_47,firewall_3,service_43,e80dbd5c-cff9-4e20-9e28-36bc48fa5dce,Interactive,comp_75,host_77,2024-07-29 12:46:33
Mass file delete,user804,120.173.70.117,239.232.100.61,Asset59,Asset21,source_account558,destination_account292,33782,1648,ERR7403,EVT3134,Exchange,log_source8,task_36,firewall_8,service_27,8670cdfc-9b8b-48d3-8f86-355ec583abd2,RemoteInteractive,comp_55,host_38,2024-07-18 01:07:11
Alerting to Successful Login from Foreign IP,user935,202.35.210.176,94.11.186.126,Asset9,Asset62,source_account700,destination_account809,58877,12101,ERR9858,EVT8726,OneDrive,log_source93,task_30,firewall_17,service_19,0f852df7-b8d2-463a-9d52-66a58c69bd88,Interactive,comp_32,host_52,2024-07-14 11:38:41
Multiple login failures for the same User - 0365,user6156,175.141.87.182,22.29.132.210,Asset96,Asset50,source_account261,destination_account293,11028,46032,ERR9419,EVT5321,SharePoint,log_source65,task_6,firewall_10,service_50,9973b9c5-5425-4a6c-87d2-565b2de80024,Network,comp_33,host_46,2024-07-22 23:34:01
Mass file download by single user - O365 remotely access 4 new assets,user2284,116.3.93.155,35.100.137.111,Asset45,Asset46,source_account145,destination_account419,40755,60948,ERR6576,EVT8062,SharePoint,log_source96,task_6,firewall_8,service_28,8bccef41-fd8e-4fbb-bf09-311453f80eff,Interactive,comp_13,host_34,2024-07-17 08:15:03
User Added to Office 365 Administrator Role,user1706,14.170.245.189,230.207.183.56,Asset93,Asset71,source_account580,destination_account419,3849,45636,ERR2402,EVT6930,Exchange,log_source4,task_40,firewall_8,service_43,fbb0fe8a-63af-4d5f-ac1b-73bddfcf6e73,Network,comp_81,host_82,2024-07-05 13:01:53
Multiple login failures for the same User - Windows,user4269,51.40.122.147,120.223.181.106,Asset2,Asset16,source_account686,destination_account6,17472,62583,ERR7453,EVT5736,Exchange,log_source52,task_34,firewall_8,service_21,44bc574c-9b9e-4b7f-83c3-f3c6737af0f5,RemoteInteractive,comp_67,host_35,2024-07-31 03:16:46
A Scheduled Task Was Disabled,user6837,32.6.110.248,32.225.181.128,Asset95,Asset22,source_account642,destination_account454,53270,40541,ERR5910,EVT6986,Teams,log_source23,task_45,firewall_11,service_35,97018a9c-f142-464b-9800-6a136a31dcd1,RemoteInteractive,comp_82,host_80,2024-07-09 23:24:49
Removal of Exchange Mailbox Right Delegation,user246,52.193.191.85,111.124.253.235,Asset80,Asset84,source_account464,destination_account874,37809,58762,ERR9127,EVT1194,OneDrive,log_source58,task_31,firewall_8,service_41,aee13582-ca23-425a-9071-012c03d28b1c,Interactive,comp_30,host_59,2024-07-22 07:40:45
User Added to Office 365 Administrator Role,user8747,55.231.39.179,219.162.167.8,Asset65,Asset22,source_account579,destination_account41,22827,26087,ERR4634,EVT3005,Exchange,log_source56,task_45,firewall_19,service_37,2d61deb4-cb7e-415a-a534-bf701c5e794b,Interactive,comp_51,host_18,2024-07-27 13:06:23
Mass file download by single user - O365 remotely access 4 new assets,user3335,159.200.70.171,128.71.95.102,Asset75,Asset59,source_account95,destination_account242,44928,63909,ERR9864,EVT6452,SharePoint,log_source8,task_24,firewall_12,service_20,5068b49e-29a9-40f6-a6c8-bab42c9011fc,Network,comp_67,host_86,2024-07-06 05:13:28
User Added to Office 365 Administrator Role,user4904,8.183.28.151,196.202.66.48,Asset78,Asset12,source_account275,destination_account366,38183,52882,ERR3675,EVT2774,Teams,log_source45,task_34,firewall_17,service_15,77e76ac5-44c3-464e-83ab-fa2050569c05,Network,comp_50,host_86,2024-08-02 01:38:09
Mass file delete by single user - O365,user8745,105.236.171.218,214.23.112.207,Asset36,Asset74,source_account264,destination_account85,64740,27160,ERR6525,EVT8735,OneDrive,log_source59,task_30,firewall_14,service_25,9892fe66-f4b1-4ee8-b1ec-32f64d1b50f0,Interactive,comp_89,host_21,2024-07-15 12:03:01
A User Account Was Deleted,user9948,174.117.61.60,170.72.39.17,Asset100,Asset52,source_account586,destination_account953,20676,12986,ERR1340,EVT5476,SharePoint,log_source11,task_29,firewall_17,service_30,8a80043b-671c-442e-959b-0a2fc655b683,Interactive,comp_48,host_98,2024-07-11 11:22:30
Mass file delete,user5805,4.54.215.80,195.84.226.244,Asset16,Asset63,source_account58,destination_account911,57696,14658,ERR8970,EVT9085,Teams,log_source72,task_18,firewall_4,service_43,0fb522be-9692-4c55-84f2-c5d5033b70bb,RemoteInteractive,comp_82,host_67,2024-07-11 11:00:07
Inbox Forwarding Rule Created,user7238,56.135.78.137,216.216.62.194,Asset13,Asset78,source_account296,destination_account556,35255,43313,ERR4681,EVT5194,OneDrive,log_source59,task_12,firewall_14,service_33,07399e56-3592-48ad-9af4-6f45de7e0df2,Interactive,comp_74,host_78,2024-07-29 13:28:05
Multiple login failures for the same User - Windows,user4977,228.103.143.75,32.78.185.153,Asset50,Asset52,source_account467,destination_account650,3097,15052,ERR9298,EVT6906,SharePoint,log_source47,task_29,firewall_9,service_20,f73e7ff1-18af-46af-887e-d818d61b457f,Network,comp_16,host_2,2024-07-12 19:35:05
A Scheduled Task Was Disabled,user4850,197.197.179.139,230.253.191.77,Asset32,Asset66,source_account848,destination_account43,8286,39157,ERR9639,EVT8262,Teams,log_source63,task_29,firewall_15,service_13,5d251090-11ec-486b-b550-b155ca3a982a,Interactive,comp_81,host_71,2024-07-04 18:17:37
Mass file delete,user7626,128.117.244.38,226.195.7.123,Asset27,Asset36,source_account957,destination_account423,39229,46142,ERR2697,EVT4714,Teams,log_source79,task_41,firewall_11,service_16,40665e11-7db2-4b1d-98a0-8544ea1dbade,RemoteInteractive,comp_6,host_2,2024-07-18 21:02:12
Users or Group Add Operation Detected by User,user5706,233.90.164.205,116.184.9.69,Asset54,Asset48,source_account24,destination_account793,8091,27298,ERR6778,EVT5199,Teams,log_source71,task_20,firewall_6,service_40,363464f3-0e3e-454c-a1ee-1694c62c180a,Interactive,comp_82,host_35,2024-07-31 04:50:45
A User Account Was Deleted,user8621,12.46.180.72,214.18.255.182,Asset37,Asset43,source_account968,destination_account354,36080,43263,ERR4850,EVT2872,Exchange,log_source27,task_8,firewall_1,service_43,92d11eae-8e90-4c6d-a3cc-be30c843e258,Interactive,comp_79,host_4,2024-07-08 13:03:47
Account - O365 Exchange Suspicious Mailbox Right Delegation,user7692,158.137.70.144,123.9.142.157,Asset89,Asset96,source_account478,destination_account656,16549,34968,ERR4913,EVT9242,SharePoint,log_source57,task_14,firewall_5,service_40,46c48113-0dc8-4ecf-ab11-76368e58cdca,Interactive,comp_29,host_85,2024-07-25 18:20:30
Alerting to Successful Login from Foreign IP,user2459,108.106.38.115,63.249.212.58,Asset59,Asset1,source_account768,destination_account649,56077,19724,ERR5007,EVT6331,OneDrive,log_source58,task_24,firewall_15,service_35,b47aea1b-c5bd-4c13-8963-0d89a5169ff3,Network,comp_79,host_16,2024-07-26 19:33:57
User Account Was Locked out,user874,63.171.179.128,108.33.179.204,Asset40,Asset85,source_account23,destination_account224,46623,15872,ERR8378,EVT1343,Teams,log_source24,task_3,firewall_20,service_1,29229090-1403-42b3-815a-415b33ed50a3,Interactive,comp_46,host_89,2024-07-07 15:49:19
